,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,nutrition_grade_fr
47208,0.025,0.4,1.5e-05,0.0532625,0.0,76.4,76.4,0.0,d
47209,0.475,0.6,0.0,0.0021675,0.2,62.2,53.5,0.0511811023622047,d
47210,0.475,0.2,0.0,0.0021675,0.0,62.8,53.7,0.0787,d
47211,1.225,0.2,0.0,0.0091675,0.0,62.8,56.9,0.0394,d
47212,0.6499999999999999,0.3,0.0,0.0006675,0.0,62.7,52.7,0.0787,d
47213,0.925,4.3,0.000650025,0.0,33.4,1.3,0.4,2.91338582677165,d
47214,0.0,0.6,0.000781,0.0,81.0,0.6,0.6,0.67,e
47215,0.35,4.7,2.865e-05,0.000265,4.4,17.2,16.9,0.0708661417322834,c
47216,1.2,4.9,8.55e-06,0.00375,12.4,48.7,12.9,0.12992125984252,d
47217,4.8,6.6,0.000101975,0.015,21.07,39.3,34.0,0.0236220472440945,d
47218,0.0,0.0,0.0,0.028875,0.0,77.73,66.11,0.0,d
47219,0.6125,0.7,0.00020625,0.022,0.0,9.7,8.2,0.0,c
47220,0.0,0.7,7.9975e-05,0.027,0.0,9.325,7.8,0.0,c
47221,0.6125,0.7,0.00020625,0.022,0.0,9.7,8.2,0.0,c
47222,0.4,0.4,0.00013125,0.02275,0.0,9.9,9.3,0.0,c
47223,0.1,0.3,0.00012,0.02775,0.0,9.6,8.9,0.0,c
47224,0.2,0.4,0.00012,0.02,0.0,10.0,8.9,0.0,c
47225,0.025,0.4,0.000105,0.027,0.0,10.0,9.6,0.0,c
47226,0.4,0.2,0.00013125,0.02225,0.05,10.025,9.5,0.0,c
47227,0.935,0.4,0.00020625,0.032,0.0,9.5,8.3,0.0,b
47228,0.0,0.0,9.995e-05,0.042,0.0,11.0,9.5,0.0,c
47229,0.0,0.4,0.000145,0.02,0.0,10.875,9.6,0.0039370078740157,c
47230,0.325,0.4,6e-05,0.037,0.0,11.0,9.2,0.0,c
47231,0.1,1.1,0.00020625,0.031,0.2,9.5,8.5,0.0,c
47232,0.8,0.2,0.00011,0.021,0.0,9.2,8.7,0.0078740157480315,b
47233,0.55,0.7,0.00020625,0.022,0.25,9.75,8.25,0.00197,c
47234,0.6,0.7,9.5625e-05,0.0335,0.0,8.9,8.2,0.0,c
47235,0.6,0.7,0.000191875,0.021,0.5,9.4,8.1,0.00394,c
47236,0.15,0.4,0.00012,0.022,0.0,11.0,9.6,0.0039370078740157,c
47237,0.0,0.7,0.0003222725,0.0146249999999999,0.0,7.3,5.9,0.0,b
47238,0.475,0.6,0.000114975,0.028,0.1,8.8,8.2,0.0,c
47239,0.025,0.4,0.000105,0.024,0.0,10.0,9.6,0.0,c
47240,0.475,0.7,0.0002124,0.028,0.0,10.0,8.2,0.0,c
47241,0.1,0.6,0.000209175,0.024,0.0,10.0,7.8,0.0078740157480315,c
47242,0.6,0.7,0.000155,0.034,0.5,12.0,12.0,0.00394,d
47243,0.425,0.1,0.0001507,0.013225,0.0,4.6,3.4,0.0,b
47244,0.1,0.6,0.000209175,0.0235,0.0,10.0,7.8,0.0078740157480315,c
47245,0.6,0.7,0.000191875,0.022,0.5,9.7,8.2,0.00394,c
47246,1.4,0.0,0.00020125,0.026,0.0,9.9,9.3,0.0,c
47247,0.35,0.7,0.00040925,0.022,0.0,8.2,7.8,0.0,c
47248,0.6,0.7,0.000231225,0.019,0.0,9.4,8.1,0.0,c
47249,0.175,0.5,0.00012,0.026,0.0,11.0,9.5,0.0,c
47250,0.0,0.3,0.00012,0.026,0.0,9.6,8.9,0.0,c
47251,0.2,0.4,0.00012,0.024,0.0,10.0,8.9,0.0,c
47252,0.0,0.4,0.00015,0.022,0.1,10.4,9.6,0.0393700787401575,c
47253,0.7,2.2,0.0001395,0.0149,1.5750000000000002,11.425,9.5,0.0196850393700787,e
47254,0.275,0.6,6.7675e-05,0.015,0.0,12.0,10.0,0.0,e
47255,1.0,0.4,0.00012,0.027,0.0,11.0,10.0,0.0,e
47256,0.5,0.6,6.7675e-05,0.02275,0.9,12.0,10.0,0.0,d
47257,0.6000000000000001,0.5,9.375e-05,0.02,0.6,13.0,12.0,0.0,e
47258,1.675,1.2,0.000155,0.013,0.4,12.0,12.0,0.0,e
47259,0.5,0.8,9.75e-05,0.022,0.0,13.0,11.0,0.0,e
47260,0.625,0.7,6.25e-05,0.007,0.0,13.0,11.0,0.0118110236220472,d
47261,0.0,0.5,6.375e-05,0.02,0.6,13.0,12.0,0.0118110236220472,e
47262,0.7,2.2,0.0001812249999999,0.0201,0.7,11.0,9.2,0.0196850393700787,c
47263,1.675,1.2,0.000155,0.013,0.4,12.0,12.0,0.0,e
47264,0.275,0.6,6.3125e-05,0.021,0.0,13.0,10.0,0.0,e
47265,0.5,0.6,6.7675e-05,0.018,0.9,12.0,10.0,0.0,e
47266,1.4,0.6,6.615e-05,0.019,0.1,11.0,8.4,0.0,e
47267,0.7,0.6,0.000163,0.0202499999999999,0.025,11.25,10.0,0.0,e
47268,0.8,0.6,0.00012,0.012,0.1,12.1,10.5,0.01,c
47269,0.0,0.0,2.4975e-05,0.0015625,0.0,6.825,6.8,0.0,d
47270,0.225,0.6,0.0002822725,0.005125,0.0,6.7,6.1,0.0,e
47271,1.3,0.5,0.00012625,0.024,0.0,12.0,11.0,0.0,e
47272,1.1,0.6,0.000163,0.02025,0.025,11.0,10.0,0.0,e
47273,0.7,0.6,6.7675e-05,0.011,0.0,12.0,10.0,0.0,e
47274,1.4,0.4,0.000125,0.02,0.0,12.0,11.0,0.0,c
47275,1.5,0.5,0.00012625,0.015,0.1,12.0,11.0,0.0,e
47276,0.025,0.6,9.375e-05,0.021,0.7,13.0,12.0,0.0,e
47277,1.1,0.8,6.125e-05,0.027,0.7,14.0,12.0,0.0,e
47278,1.5,0.3,0.00012,0.016,0.0,11.0,10.0,0.0,e
47279,1.5,0.3,0.00012,0.016,0.0,11.0,10.0,0.0,e
47280,0.5,0.7,6.25e-05,0.007,0.2,13.0,11.0,0.0118110236220472,d
47281,0.6,0.5,4.08e-05,0.024,0.0,12.0,10.0,0.0,e
47282,0.6,0.5,4.08e-05,0.0125,0.0,12.0,10.0,0.0,e
47283,0.6,0.5,0.000168,0.021,0.25,10.75,10.0,0.0,e
47284,0.1,4.4,7.25e-05,0.0145,0.2,79.3,44.6,0.196850393700787,d
47285,2.8,14.4,0.0004,0.04,12.9,62.8,39.0,0.255905511811024,d
47286,0.175,1.2,4.4e-05,0.0,0.1,23.2,22.8,0.708661417322835,d
47287,0.0,1.2,4.4e-05,0.0,0.1,23.2,22.8,0.708661417322835,d
47288,0.175,1.2,4.4e-05,0.0,0.1,23.2,22.8,0.709,d
47289,2.0,4.5,0.00048125,0.023075,0.6,87.0,37.0,0.346456692913386,d
47290,2.0,5.7,0.0003275,0.03425,2.5,84.0,35.0,0.28740157480315,d
47291,4.5,8.0,0.00017575,0.113,1.5,81.0,19.0,0.38,c
47292,27.0,14.0,0.00116575,0.04,3.5,48.0,18.0,0.374015748031496,c
47293,5.1,8.4,0.0,0.039,15.8,67.05,21.0,0.31496062992126,c
47294,4.1,8.6,0.000178,0.091875,5.5,76.0,22.0,0.334645669291339,c
47295,9.0,8.0,7.825e-05,0.011675,6.0,69.0,24.0,0.393700787401575,d
47296,4.0,8.0,0.000263,0.11,6.0,76.0,24.0,0.34,c
47297,2.5,14.0,0.00031725,0.134,1.5,76.0,17.0,0.45,c
47298,4.5,9.0,0.0002365,0.104,5.0,76.0,18.0,0.4,c
47299,3.0,5.0,0.0004742499999999,0.03495,2.5,85.0,35.0,0.3,c
47300,2.5,6.0,0.000356,0.0438,5.0,82.0,35.0,0.346456692913386,d
47301,3.0,7.0,0.0002695,0.010775,0.9,84.0,8.0,0.492125984251968,b
47302,4.5,9.0,0.0002055,0.09725,1.5,79.0,15.0,0.393700787401575,c
47303,5.0,7.0,0.0001565,0.0243749999999999,13.0,69.0,27.0,0.295275590551181,d
47304,11.0,6.0,0.0001395,0.007825,9.0,68.0,25.0,0.248031496062992,c
47305,2.5,14.0,0.00031725,0.127,1.5,76.0,17.0,0.45,c
47306,4.8,6.0,0.0,0.006,21.0,62.0,29.0,0.267716535433071,d
47307,3.3,6.9,6.1e-05,0.018,16.0,68.0,29.0,0.444881889763779,d
47308,4.0,6.0,1.875e-05,0.0,9.375,74.5,43.0,0.031496062992126,c
47309,5.0,9.0,6.075e-05,0.10675,3.0,77.0,18.0,0.248031496062992,a
47310,2.0,7.0,3.6e-05,0.018,14.0,72.0,33.0,0.0984251968503937,d
47311,2.0,7.0,1.25e-05,0.018,15.0,71.0,33.0,0.0984251968503937,d
47312,4.0,6.0,0.00018975,0.019175,1.5,84.0,43.0,0.031496062992126,c
47313,2.0,5.0,0.0004742499999999,0.03495,2.5,85.0,35.0,0.29,d
47314,2.0,4.5,0.00048125,0.023075,0.6,87.0,37.0,0.326771653543307,d
47315,1.0,5.0,0.00073505,0.055275,1.0,86.7,26.7,0.328,d
47316,3.0,8.0,1.25e-05,0.018,16.0,67.0,30.0,0.5,d
47317,3.3,6.9,6.1e-05,0.018,16.0,68.0,29.0,0.444881889763779,d
47318,7.0,8.0,0.0005214,0.042425,4.5,75.0,29.0,0.32,c
47319,2.0,4.5,8.814999999999999e-05,0.0080275,12.0,74.0,40.0,0.295275590551181,e
47320,4.3,7.0,0.00031575,0.03775,24.0,60.0,28.0,0.275590551181102,e
47321,4.3,7.0,0.00046575,0.03775,24.0,60.0,26.0,0.275590551181102,e
47322,3.5,7.2,6.1e-05,0.018,16.0,68.0,29.0,0.444881889763779,d
47323,3.0,7.1,1.25e-05,0.018,15.0,69.0,30.0,0.393700787401575,d
47324,3.3,6.9,0.00010505,0.042775,16.0,68.0,29.0,0.444881889763779,d
47325,2.791305795431052,7.5054788666454115,0.0007682122314571,0.033032645572519,13.356505203965602,28.027689428190307,13.07710752101757,0.4120567748617073,b
47326,2.0,5.0,0.00050775,0.023075,2.67,86.7,36.7,0.333,d
47327,6.0,8.0,0.00018695,0.006,22.0,60.0,19.0,0.32,d
47328,9.0,10.0,0.00013575,0.061175,2.0,72.0,17.0,0.01,a
47329,4.0,6.0,0.00018975,0.019175,1.5,84.0,43.0,0.031496062992126,c
47330,3.0,8.0,4.85e-05,0.0243749999999999,14.0,69.0,30.0,0.3,d
47331,3.0,7.1,1.25e-05,0.018,15.0,69.0,30.0,0.393700787401575,d
47332,5.0,7.0,1.25e-05,0.035,15.0,67.0,30.0,0.248031496062992,d
47333,3.5,7.2,6.1e-05,0.018,16.0,68.0,29.0,0.444881889763779,d
47334,1.6,4.8,7.2e-05,0.0,8.0,76.0,31.2,0.299,d
47335,1.5,4.5,0.000108,0.018,9.0,73.0,31.0,0.303149606299213,d
47336,4.5,9.0,6.075e-05,0.134,1.5,79.0,17.0,0.393700787401575,c
47337,2.0,5.0,0.0002645,0.018,9.0,72.0,28.0,0.28740157480315,d
47338,2.0,5.0,0.0002645,0.018,9.0,72.0,28.0,0.28740157480315,d
47339,2.0,5.0,0.0002645,0.018,9.1,73.0,28.0,0.29,d
47340,4.0,8.0,0.0,0.018,15.0,67.0,28.0,0.275590551181102,d
47341,7.0,8.0,0.0005214,0.042425,4.5,75.0,29.0,0.31496062992126,c
47342,3.5,5.0,0.000213,0.0,12.0,67.0,24.0,0.28740157480315,d
47343,4.5,6.0,5.65e-05,0.0,14.0,63.0,23.0,0.236,d
47344,4.0,6.0,7e-05,0.0,15.0,70.0,20.0,0.208661417322835,c
47345,4.0,6.0,7e-05,0.0,14.0,71.0,19.0,0.196850393700787,c
47346,13.0,8.0,0.00039725,0.00445,15.0,59.0,18.0,0.19,c
47347,9.0,8.0,0.000113,0.0,16.0,63.0,24.0,0.18,c
47348,7.0,8.0,0.000219,0.030775,4.5,76.0,29.0,0.31496062992126,c
47349,4.5,8.0,0.00017575,0.127,1.5,81.0,19.0,0.374015748031496,c
47350,2.7,4.3,0.000320525,0.0028624999999999,31.75,50.75,3.2,0.826771653543307,d
47351,2.6,4.1,0.0001075,0.01183655,31.0,52.0,4.7,0.669291338582677,d
47352,3.0,8.0,4.85e-05,0.0243749999999999,14.0,69.0,30.0,0.295275590551181,d
47353,7.0,5.0,0.000152,0.0013525,8.0,75.0,5.0,0.807086614173228,c
47354,4.5,9.0,0.0002055,0.09725,1.5,79.0,15.0,0.393700787401575,c
47355,2.6,3.8,0.0,0.0206,33.0,51.0,1.4,0.551181102362205,d
47356,2.6,3.9,2.675e-05,0.017825,32.0,52.0,3.1,0.590551181102362,d
47357,0.0,13.1,0.00010525,0.0,31.3,2.4,1.8,0.748031496062992,e
47358,1.0,1.0,0.000105,0.02375,0.0,14.0,10.0,0.0,a
47359,2.075,2.2,0.00032005,0.007835,0.3,8.0,3.4,0.385,c
47360,2.275,2.2,0.00016675,0.00266,0.2,9.1,4.4,0.385,c
47361,1.1,1.4,0.0006205249999999,0.03429,0.3,9.3,6.5,0.248,b
47362,0.8,0.9,5.85e-05,0.011425,0.4,15.0,3.7,0.464566929133858,c
47363,0.5,30.9,0.0,0.0,15.4,0.5,0.5,1.69291338582677,d
47364,0.8,0.7,0.00015,0.03,0.0,11.3,11.2,0.0,c
47365,1.5,2.0,9.125e-05,0.026,0.5,3.0,2.8,0.01,a
47366,1.6,0.6,0.00012,0.03,0.1,8.8,8.8,0.0,a
47367,0.7,1.2,0.00016125,0.0039,0.7,25.4,24.5,0.28,c
47368,1.9,1.1,2.46e-05,0.01475,0.2,19.0,18.0,0.34,c
47369,2.3,3.1,0.0005375,0.044,0.8,1.1,0.7,0.0,a
47370,1.6,2.9,0.00027875,0.022825,0.9,2.1,1.8,0.0,a
47371,0.1,0.1,0.0,0.09,0.4,84.3,82.1,0.0,d
47372,0.1,0.1,0.0,0.063,0.3,83.4,78.4,0.0,d
47373,1.3,0.4,0.000110725,0.0255,0.2,31.0,29.4,0.05,c
47374,0.0,3.4,3.567499999999999e-05,0.0007675,4.0,4.7,4.7,0.0,b
47375,0.0,0.0,0.0002199999999999,0.02375,0.0,94.1,15.5,0.0,c
47376,0.1,24.0,1.34e-05,0.00081,1.1,0.1,0.1,0.08,a
47377,2.6,2.5,3.325e-05,0.0,5.7,64.4,46.8,0.12,d
47378,0.0,24.8,3e-05,0.0,10.5,1.1,0.0,5.43,d
47379,0.0,26.6,0.0,0.0,5.9,0.0,0.0,0.52,b
47380,2.0,5.1,0.0,0.024975,32.8,56.3,0.6,0.62992125984252,d
47381,2.7,2.3,2.18e-05,0.03103,4.1,35.1,0.5,0.1,a
47382,0.0,0.0,0.0001,0.0,100.0,0.0,0.0,0.0,d
47383,0.0,0.0,0.0001,0.0,100.0,0.0,0.0,0.0,d
47384,0.0,12.0,0.00016075,0.0,11.4,1.6350000000000002,0.1,0.078740157480315,a
47385,0.0,0.0,9e-05,0.027,0.0,12.0,12.0,0.0,b
47386,0.5,7.3,0.00025,0.0059499999999999,28.0,5.0,2.7,0.47244094488189,d
47387,0.7,0.1,0.0008,0.004,30.0,2.3,0.3,0.511811023622047,d
47388,0.0,23.7,0.0002409,0.0,35.0,0.1,0.1,0.787,d
47389,0.9,15.1,0.0002650499999999,0.00025,25.4,0.1,0.4,1.06299212598425,e
47390,0.0,0.0,0.0003125,0.0,99.7,0.0,0.0,0.0,d
47391,0.3,1.5,5e-08,0.0308425,0.5,40.6,0.0,0.0,b
47392,1.7,8.5,7.332500000000001e-05,0.00162,16.0,28.3,1.5,0.394,d
47393,0.0,2.5,0.0008,0.0,32.8,2.5,2.3,0.04,d
47394,2.2,2.7,2.675e-05,0.0,13.3,65.0,40.8,0.0394,d
47395,3.2,3.9,1.25e-05,0.017,15.5,60.9,31.5,0.0787,d
47396,3.2,3.9,1.25e-05,0.017,15.5,60.9,31.5,0.0787,d
47397,1.5,0.9,2.5e-05,0.014325,48.7,11.2,10.6,1.69,e
47398,0.5,0.7,0.0002052499999999,0.0086649999999999,0.2,27.1,27.1,0.275590551181102,c
47399,2.0,1.2,0.0001607499999999,0.00848,0.1,39.0,30.5,0.41,c
47400,1.6,1.5,0.00051,0.005,18.0,8.2,3.9,0.3,c
47401,1.2,0.3,4.995e-05,0.0085,34.0,9.0,8.0,0.38,d
47402,0.0,29.0,0.0001635,0.0,30.0,0.4,0.4,0.25,d
47403,2.4,3.8,2.675e-05,0.0,18.1,61.1,37.4,0.157,d
47404,1.0,0.7,0.000113125,0.019275,0.3,3.1,3.1,0.0,a
47405,3.9,0.9,9.31e-05,0.01023,0.8,41.4,22.4,0.45,c
47406,0.0,0.0,0.0008,0.0,75.0,0.0,0.0,0.433,d
47407,0.0,0.6,0.00076175,0.0,81.3,0.8,0.7,0.669,e
47408,0.0,0.6,0.00085,0.0,82.9,1.1,0.6,0.0,d
47409,0.8,5.1,4.7775e-05,0.000515,2.8,15.5,15.5,0.0787,b
47410,0.0,3.6,5.1225e-05,0.003825,8.0,15.2,13.9,0.0394,c
47411,0.05,0.2,0.00012,0.01575,0.0,9.9,8.6,0.0,e
47412,0.1,0.2,8e-05,0.01825,0.0,9.5,8.7,0.0,e
47413,0.0,0.1,0.00012,0.02575,0.025,8.725000000000001,8.4,0.0,e
47414,1.1,14.8,4.3275e-05,0.00050675,14.5,22.4,0.6,0.531496062992126,c
47415,1.0,14.3,5.6425e-05,0.00071425,11.8,22.0,0.5,0.4,b
47416,0.7,18.9,5.29e-05,0.0004275,13.8,14.2,0.3,1.2,d
47417,3.8,1.5,1.25e-05,0.0,14.7,62.5,30.8,0.0394,d
47418,1.1,12.6,1.6675e-05,0.000295,8.0,15.9,0.8,0.275590551181102,a
47419,7.8,8.1,5.925e-06,0.00025,0.6,12.8,0.5,0.0393700787401575,a
47420,2.5,0.6,0.0004122,0.017,0.4,4.9,4.6,0.0,a
47421,5.8,13.3,1.3125e-05,0.0005,9.5725,18.725,2.2,0.905511811023622,d
47422,2.0,13.8,3.1725e-05,0.0,3.6,65.6,5.9,0.551181102362205,c
47423,7.5,14.0,0.00013575,0.050425,2.1,70.0,16.0,0.216535433070866,a
47424,2.1,2.2,9.25e-05,0.0140749999999999,1.5,13.4,6.7,0.0039370078740157,a
47425,0.0,19.8,8.925e-06,0.0,8.4,0.0,0.0,0.0,a
47426,0.0,17.6,5e-05,0.0003,17.7,0.0,0.0,0.1,c
47427,0.0,20.0,1.5e-05,0.0003,13.1,0.0,0.0,0.1,b
47428,1.0,18.2,1.5e-05,0.0003,12.4,1.1,0.2,1.18110236220472,d
47429,0.2,4.4,0.0002645,0.05075,16.8,51.7,46.4,0.078740157480315,e
47430,3.7,4.7,0.000187525,0.0,31.9,4.5,2.6,0.78740157480315,d
47431,1.9,6.1,9.9975e-05,0.00375,27.2,59.9,15.6,0.236,e
47432,0.125,23.6,3e-05,0.0,14.2,0.0,0.0,0.0,a
47433,9.5,26.2,0.0,0.0,47.8,10.4,7.3,0.393700787401575,d
47434,1.3,7.3,0.0005499999999999,0.014,46.0,3.4,0.4,0.62992125984252,d
47435,0.0,17.6,2.19e-05,0.0003,12.2,0.0,0.0,0.1,c
47436,4.4,3.7,7.7e-05,0.00483075,0.5,14.6,4.5,0.2,a
47437,0.6,20.1,8.925e-06,0.0,6.3,0.9,0.8,0.7,c
47438,3.1,5.3,5.815e-05,0.0,15.0,58.0,36.8,0.15748031496063,d
47439,1.3,6.4,5.515e-05,0.0,18.5,53.2,30.6,0.236220472440945,d
47440,2.2,9.8,4.9e-05,0.0,14.6,14.9,0.7,0.31496062992126,b
47441,1.6,1.5,1.25e-05,0.018,14.5,65.6,33.6,0.118,d
47442,1.5,1.5,9.31e-05,0.01148,0.2,37.6,29.2,0.42,c
47443,0.7,8.9,0.00029725,0.00424155,30.8,30.6,0.2,0.354,d
47444,0.1,0.4,0.00012,0.02025,0.1,11.1,11.1,0.0,d
47445,0.0,23.7,0.0002409,0.0,35.0,0.1,0.1,0.787,d
47446,0.5,28.0,3e-05,0.0,11.0,0.5,0.5,0.0984251968503937,b
47447,0.0,18.0,0.0,0.0010725,2.8,3.3,0.5,0.48,b
47448,0.0,17.6,0.0,0.004675,2.2,0.8,0.8,0.64,c
47449,0.0,21.8,1.34e-05,0.000535,2.7,1.7,1.5,1.02,d
47450,0.0,21.6,1.34e-05,0.00081,2.2,2.0,1.4,1.02,d
47451,0.0,21.6,1.34e-05,0.000535,2.5,2.4,1.8,1.02,d
47452,0.0,22.5,0.0,0.000275,3.1,0.5,0.5,0.748,c
47453,0.0,22.3,0.0,0.000275,1.6,0.2,0.2,0.748,c
47454,0.5,16.0,0.0001504,0.0,17.4,13.2,0.7,0.276,c
47455,2.2,10.9,9.135e-05,0.0064025,8.8,24.4,5.2,0.354330708661417,b
47456,0.5,10.0,4.3975e-05,0.00089175,18.7,24.4,1.3,0.157,d
47457,0.5,18.7,0.0,0.0,5.1,3.0,0.6,0.394,b
47458,3.1,2.3,8.4775e-05,0.0077,11.2,14.1,10.0,0.0,a
47459,0.0,17.0,0.0001588,0.0,32.0,1.0,1.0,0.51,d
47460,0.5,1.0,0.0,0.0065,14.1,13.5,7.4,0.33,c
47461,1.5,2.7,2.5e-05,0.034,44.0,17.5,3.6,0.62992125984252,d
47462,1.0,0.8,0.000113125,0.019275,0.4,3.0,3.0,0.0,a
47463,1.3,9.1,0.00025225,0.00376155,25.8,23.2,0.1,0.315,d
47464,1.4,9.3,0.00025225,0.00376155,26.0,26.9,0.5,0.354,d
47465,2.6,1.4,0.0001375,0.0,10.4,6.1,0.4,1.38,d
47466,1.7,2.5,1.055e-05,0.0315649999999999,0.3,24.2,0.0,0.0,a
47467,1.4,3.4,0.0002875,0.0282499999999999,0.8,1.4,1.4,0.06,a
47468,11.1,8.7,0.0,0.0008825,37.0,35.0,31.0,0.0,d
47469,13.4,10.6,0.0,0.0,51.0,21.0,16.0,0.0,d
47470,1.6,1.0,0.0002525,0.019325,0.4,6.4,6.1,0.0,a
47471,0.0,0.0,0.0,0.108,1.0,86.2,83.7,0.0394,d
47472,0.0,30.7,0.0,0.000275,1.7,0.0,0.0,0.04,a
47473,0.0,4.1,2.335e-05,0.00039,0.2,13.9,13.9,0.0394,b
47474,0.0,3.2,5.1225e-05,0.003825,7.9,14.6,14.6,0.0394,c
47475,0.5,2.9,5.1225e-05,0.003825,7.1,14.7,14.0,0.0394,c
47476,0.9,1.2,0.000110375,0.0103249999999999,1.5,7.2,6.1,0.26,b
47477,0.0,21.5,0.0,0.004675,4.0,1.0,1.0,0.78740157480315,c
47478,1.0,1.3,9.3e-05,0.005395,1.5,8.6,4.6,0.196850393700787,b
47479,3.7,2.6,3.325e-05,0.0,5.3,63.8,44.0,0.078740157480315,c
47480,2.4,5.3,5.7575e-05,0.00407,5.3,18.6,2.6,0.4,b
47481,1.0,11.8,8.787500000000001e-05,0.0018449999999999,13.2,31.1,3.0,0.6,d
47482,7.0,25.7,0.0,0.0,50.7,10.7,6.7,0.6,d
47483,7.9,23.9,0.0,0.0,48.7,12.2,8.7,0.7,d
47484,2.0,5.2,0.00086505,0.041565,0.9,27.9,0.4,0.0393700787401575,a
47485,0.0,26.0,3.5e-05,0.0,23.7,0.1,0.1,0.984251968503937,d
47486,5.5,4.8,7.7e-05,0.00483075,0.6,14.6,5.3,0.196850393700787,a
47487,3.0,6.4,0.0,0.001035,28.0,60.0,35.0,0.1,e
47488,0.0,28.3,0.000107075,0.0,33.7,0.1,0.1,0.315,d
47489,0.0,18.9,5e-05,0.0003,17.8,1.3,0.0,0.393700787401575,c
47490,0.0,21.0,0.00024105,0.0,32.0,0.0,0.0,1.4,e
47491,3.3,19.6,0.0,0.0,48.3,24.0,8.6,0.393700787401575,d
47492,3.7,10.5,0.0,0.0,2.5,46.2,3.3,1.0,c
47493,2.2,9.0,0.000179,0.00048,18.7,41.9,1.9,0.433070866141732,c
47494,0.0,18.3,1.5825e-05,0.0,9.8,0.0,0.0,0.1,b
47495,0.5,9.8,0.0002275,0.0059499999999999,28.1,4.5,2.0,0.748031496062992,e
47496,3.6,3.3,0.00020425,0.058325,0.9,2.3,1.4,0.0039370078740157,a
47497,0.0,18.8,8.499999999999999e-05,0.0,19.8,0.0,0.0,0.0394,c
47498,4.5,8.0,0.0,0.1125,1.5,80.0,19.0,0.393700787401575,c
47499,4.0,5.4,0.00055925,0.050025,1.1,85.0,28.0,0.326771653543307,c
47500,4.0,8.0,0.0,0.018,15.0,67.0,28.0,0.28,d
47501,2.0,5.0,0.0004742499999999,0.03495,2.5,85.0,35.0,0.295275590551181,d
47502,7.0,9.0,0.0005214,0.042425,3.5,74.0,29.0,0.4,c
47503,2.0,4.5,0.00048125,0.023075,0.6,87.0,37.0,0.35,d
47504,5.0,9.0,0.0002324999999999,0.04275,2.5,78.0,29.0,0.307086614173228,c
47505,4.8,6.0,0.0,0.006,21.0,62.0,29.0,0.267716535433071,d
47506,10.0,9.9,7.5e-05,0.012125,7.5,65.0,17.0,0.295275590551181,c
47507,9.7,7.8,7.825e-05,0.000725,7.4,68.0,22.0,0.255905511811024,c
47508,10.0,9.9,7.5e-05,0.012125,7.5,65.0,17.0,0.295275590551181,c
47509,1.6,4.8,0.0002645,0.018,9.0,73.0,28.0,0.295275590551181,d
47510,9.0,10.0,0.00013575,0.061175,2.0,72.0,17.0,0.0118110236220472,a
47511,10.0,10.0,7.5e-05,0.008225,9.0,64.0,19.0,0.0196850393700787,c
47512,4.0,8.0,0.0,0.017,16.0,66.0,29.0,0.45,d
47513,4.5,9.0,6.075e-05,0.09725,1.5,79.0,17.0,0.4,c
47514,3.5,8.0,0.00049475,0.134,3.5,80.0,25.0,0.444881889763779,c
47515,3.0,7.0,0.0002695,0.010775,0.9,84.0,8.0,0.492125984251969,b
47516,4.5,9.0,9.32e-05,0.05,2.2,69.875,15.0,0.393700787401575,c
47517,5.1,8.4,6.075e-05,0.092,5.9,75.0,21.0,0.31496062992126,c
47518,3.33,7.33,6.1e-05,0.0,16.0,66.7,29.0,0.446,d
47519,3.8,0.75,9.075e-05,0.018,14.0,69.0,30.0,0.0,c
47520,10.0,9.0,7.5e-05,0.050425,5.0,71.0,14.0,0.03,a
47521,10.0,9.0,7.5e-05,0.050425,4.5,72.0,13.0,0.031496062992126,a
47522,7.9,6.2,0.00017825,0.02275,21.0,60.0,24.0,0.208661417322835,d
47523,4.5,9.0,0.0002055,0.09725,1.5,79.0,15.0,0.393700787401575,c
47524,5.7,8.0,8.7e-06,0.006,22.0,60.0,19.0,0.31496062992126,d
47525,5.8,8.0,0.00032445,0.02275,25.0,57.0,21.0,0.248031496062992,d
47526,7.7,6.1,0.000113,0.000725,12.0,65.0,22.0,0.31496062992126,c
47527,11.0,6.0,0.0001395,0.007825,9.0,68.0,25.0,0.248031496062992,c
47528,3.3,6.9,6.1e-05,0.018,16.0,68.0,29.0,0.444881889763779,d
47529,8.6,12.0,0.0004505,0.016925,9.6,63.0,12.0,0.295275590551181,b
47530,9.2,11.0,7.5e-05,0.012125,8.7,65.0,15.0,0.28740157480315,c
47531,3.3,7.3,1.25e-05,0.018,15.0,68.0,30.0,0.47244094488189,d
47532,4.3,7.0,0.00031575,0.03775,24.0,60.0,28.0,0.275590551181102,e
47533,4.2,6.9,0.00031575,0.02275,23.0,59.0,28.0,0.255905511811024,d
47534,8.0,8.0,6.075e-05,0.027,2.5,77.0,21.0,0.149606299212598,b
47535,11.0,9.1,7.5e-05,0.004625,9.0,65.0,17.0,0.28740157480315,c
47536,9.7,7.8,7.825e-05,0.000725,7.4,68.0,22.0,0.255905511811024,c
47537,9.7,7.8,7.825e-05,0.000725,7.4,68.0,22.0,0.255905511811024,c
47538,5.6,7.3,2.875e-05,0.0,16.0,66.0,19.0,0.255905511811024,c
47539,5.7,7.1,0.000113,0.0,16.0,66.0,20.0,0.248031496062992,c
